customer_id,recency,frequency,monetary,Cluster
C257197,693,1,5.23,2
C257199,695,1,4801.28,2
C257203,714,1,573.44,2
C257204,571,1,4200.0,2
C257206,92,1,47.07,0
C257208,280,1,300.08,0
C257209,693,1,1050.0,2
C257210,208,1,143.36,0
C257213,611,1,4801.28,2
C257220,153,1,7502.0,1
C257222,349,1,2700.7200000000003,0
C257223,618,1,365.94,2
C257226,392,1,293.25,0
C257235,6,1,573.44,0
C257237,117,1,300.08,0
C257240,455,1,7502.0,1
C257241,320,1,1016.5,0
C257243,396,1,9602.72,1
C257251,165,1,650.56,0
C257255,754,1,7502.0,2
C257256,669,1,15004.25,1
C257263,7,1,650.56,0
C257266,717,1,365.94,2
C257273,714,1,300.08,2
C257274,697,1,136.35000000000002,2
C257275,317,1,300.08,0
C257279,657,1,322.56,2
C257280,786,1,600.17,2
C257294,213,1,378.75,0
C257298,343,1,15004.25,1
C257305,393,1,293.25,0
C257309,783,1,365.94,2
C257311,517,1,4801.28,2
C257315,246,1,7502.0,1
C257316,571,1,4801.28,2
C257321,1,1,2700.7200000000003,0
C257323,364,1,83.68,0
C257324,296,1,2700.7200000000003,0
C257333,73,1,4801.28,0
C257339,117,1,322.56,0
C257342,773,1,650.56,2
C257347,29,1,1200.32,0
C257349,401,1,47.07,2
C257351,250,1,143.36,0
C257355,650,1,7502.0,2
C257362,32,1,300.08,0
C257365,463,1,1050.0,2
C257370,355,1,4801.28,0
C257378,597,1,83.68,2
C257382,612,1,40.66,2
C257386,644,1,4801.28,2
C257388,291,1,1200.32,0
C257392,4,1,896.0,0
C257398,47,1,20.92,0
C257400,465,1,143.36,2
C257406,224,1,573.44,0
C257408,384,1,136.35000000000002,0
C257409,434,1,5.23,2
C257413,769,1,7502.0,2
C257414,779,1,242.4,2
C257416,655,1,1200.32,2
C257417,127,1,47.07,0
C257419,428,1,293.25,2
C257420,784,1,4801.28,2
C257424,754,1,2700.7200000000003,2
C257426,667,1,1200.32,2
C257427,26,1,5.23,0
C257429,747,1,26250.0,1
C257435,779,1,1200.32,2
C257436,292,1,365.94,0
C257437,219,1,7502.0,1
C257445,3,1,9602.72,1
C257447,6,1,365.94,0
C257450,713,1,162.64,2
C257454,280,1,242.4,0
C257458,248,1,7502.0,1
C257466,514,1,1200.32,2
C257469,348,1,130.75,0
C257472,641,1,1200.32,2
C257475,30,1,4801.28,0
C257477,38,1,1050.0,0
C257481,3,1,16800.0,1
C257487,18,1,300.08,0
C257488,490,1,11.73,2
C257489,5,1,2700.7200000000003,0
C257493,434,1,650.56,2
C257495,213,1,1016.5,0
C257500,413,1,26250.0,1
C257507,318,1,4801.28,0
C257509,657,1,1016.5,2
C257516,692,1,1200.32,2
C257519,745,1,300.08,2
C257531,390,1,187.68,0
C257532,439,1,7502.0,1
C257533,448,1,896.0,2
C257536,200,1,11.73,0
C257537,269,1,83.68,0
C257540,23,1,7502.0,0
C257547,247,1,573.44,0
C257548,561,1,4200.0,2
C257549,147,1,293.25,0
C257554,106,1,130.75,0
C257556,494,1,20.92,2
C257559,745,1,46.92,2
C257565,368,1,896.0,0
C257567,516,1,365.94,2
C257574,682,1,4801.28,2
C257575,681,1,9602.72,1
C257576,408,1,5.23,2
C257580,488,1,7502.0,1
C257584,544,1,2700.7200000000003,2
C257585,288,1,365.94,0
C257586,626,1,47.07,2
C257591,183,1,7502.0,1
C257595,483,1,365.94,2
C257596,253,1,15004.25,1
C257597,483,1,47.07,2
C257599,458,1,46.92,2
C257607,305,1,2700.7200000000003,0
C257608,88,1,2400.68,0
C257611,124,1,5.23,0
C257617,682,1,47.07,2
C257621,535,1,105.57,2
C257625,331,1,2700.7200000000003,0
C257626,82,1,1200.32,0
C257627,721,1,1200.32,2
C257631,409,1,130.75,2
C257634,508,1,1200.32,2
C257636,622,1,130.75,2
C257641,243,1,896.0,0
C257645,736,1,2400.68,2
C257653,188,1,4801.28,0
C257658,522,1,5.23,2
C257659,393,1,300.08,0
C257662,793,1,130.75,2
C257667,489,1,143.36,2
C257669,150,1,40.66,0
C257671,555,1,2700.7200000000003,2
C257678,621,1,9450.0,1
C257680,391,1,4801.28,0
C257683,579,1,600.17,2
C257684,149,1,47.07,0
C257685,304,1,4801.28,0
C257686,738,1,573.44,2
C257692,643,1,7502.0,2
C257695,705,1,4801.28,2
C257696,320,1,143.36,0
C257699,79,1,1016.5,0
C257701,493,1,1016.5,2
C257702,190,1,20.92,0
C257705,467,1,1016.5,2
C257709,175,1,600.17,0
C257712,176,1,35.84,0
C257716,752,1,7502.0,2
C257717,589,1,650.56,2
C257721,654,1,40.66,2
C257722,91,1,9450.0,1
C257724,468,1,130.75,2
C257725,608,1,7502.0,1
C257727,794,1,4801.28,2
C257732,119,1,1016.5,0
C257733,672,1,300.08,2
C257734,406,1,573.44,2
C257745,314,1,83.68,0
C257751,71,1,162.64,0
C257752,25,1,9450.0,1
C257753,103,1,46.92,0
C257754,552,1,378.75,2
C257755,744,1,143.36,2
C257768,277,1,650.56,0
C257772,76,1,4801.28,0
C257778,674,1,4801.28,2
C257789,725,1,300.08,2
C257791,650,1,322.56,2
C257792,387,1,20.92,0
C257794,368,1,4801.28,0
C257795,458,1,4200.0,2
C257797,667,1,162.64,2
C257799,642,1,20.92,2
C257802,187,1,83.68,0
C257807,290,1,7502.0,1
C257809,464,1,1016.5,2
C257817,67,1,2700.7200000000003,0
C257820,167,1,1016.5,0
C257823,480,1,4801.28,2
C257825,607,1,136.35000000000002,2
C257827,789,1,20.92,2
C257828,646,1,5.23,2
C257830,280,1,5.23,0
C257832,500,1,7502.0,1
C257837,106,1,47.07,0
C257839,384,1,365.94,0
C257850,236,1,300.08,0
C257852,506,1,650.56,2
C257854,286,1,47.07,0
C257855,207,1,60.6,0
C257856,338,1,9602.72,1
C257859,124,1,1200.32,0
C257861,520,1,40.66,2
C257865,739,1,9450.0,1
C257868,62,1,47.07,0
C257869,745,1,600.17,2
C257872,39,1,35.84,0
C257873,375,1,40.66,0
C257875,121,1,4801.28,0
C257876,565,1,600.17,2
C257888,8,1,300.08,0
C257895,335,1,365.94,0
C257896,745,1,162.64,2
C257901,748,1,105.57,2
C257902,731,1,60.6,2
C257904,522,1,130.75,2
C257907,695,1,7502.0,2
C257908,99,1,11.73,0
C257911,71,1,4801.28,0
C257913,740,1,1200.32,2
C257917,333,1,300.08,0
C257921,201,1,1016.5,0
C257923,6,1,11.73,0
C257924,29,1,1200.32,0
C257925,294,1,60.6,0
C257929,295,1,143.36,0
C257932,250,1,242.4,0
C257933,496,1,26250.0,1
C257934,285,1,573.44,0
C257943,569,1,2400.68,2
C257944,273,1,26250.0,1
C257945,228,1,40.66,0
C257956,557,1,1200.32,2
C257960,626,1,896.0,2
C257961,755,1,40.66,2
C257974,589,1,2700.7200000000003,2
C257975,702,1,1050.0,2
C257979,707,1,1200.32,2
C257984,657,1,1200.32,2
C257985,132,1,162.64,0
C257986,593,1,242.4,2
C257990,508,1,573.44,2
C257991,345,1,300.08,0
C257995,3,1,60.6,0
C257997,328,1,26250.0,1
C257998,338,1,300.08,0
C258000,457,1,47.07,2
C258003,598,1,20.92,2
C258005,516,1,16800.0,1
C258007,140,1,2700.7200000000003,0
C258009,204,1,7502.0,1
C258015,184,1,9602.72,1
C258016,454,1,20.92,2
C258017,598,1,650.56,2
C258019,183,1,293.25,0
C258020,695,1,2400.68,2
C258021,293,1,1200.32,0
C258030,58,1,9602.72,1
C258032,155,1,300.08,0
C258035,791,1,2700.7200000000003,2
C258036,511,1,9450.0,1
C258039,150,1,130.75,0
C258041,470,1,9602.72,1
C258045,749,1,4801.28,2
C258047,3,1,1200.32,0
C258049,48,1,1200.32,0
C258053,214,1,365.94,0
C258057,352,1,300.08,0
C258065,371,1,300.08,0
C258066,573,1,4801.28,2
C258068,688,1,2700.7200000000003,2
C258070,26,1,4801.28,0
C258071,570,1,15004.25,1
C258072,711,1,1200.32,2
C258078,354,1,7502.0,1
C258082,407,1,4801.28,2
C258083,539,1,365.94,2
C258085,231,1,16800.0,1
C258089,244,1,4200.0,0
C258090,72,1,896.0,0
C258095,448,1,47.07,2
C258097,121,1,896.0,0
C258100,19,1,5.23,0
C258102,732,1,1200.32,2
C258109,114,1,2700.7200000000003,0
C258110,297,1,896.0,0
C258115,777,1,4801.28,2
C258116,690,1,365.94,2
C258118,158,1,162.64,0
C258121,732,1,7502.0,2
C258123,619,1,5401.53,2
C258130,339,1,4200.0,0
C258132,174,1,1016.5,0
C258137,43,1,4801.28,0
C258140,368,1,105.57,0
C258146,518,1,47.07,2
C258152,463,1,1016.5,2
C258153,752,1,1016.5,2
C258157,86,1,16800.0,1
C258158,560,1,1200.32,2
C258159,545,1,1050.0,2
C258161,294,1,83.68,0
C258167,441,1,300.08,2
C258168,726,1,4801.28,2
C258169,324,1,60.6,0
C258174,32,1,2700.7200000000003,0
C258175,258,1,322.56,0
C258179,91,1,83.68,0
C258187,379,1,130.75,0
C258189,592,1,600.17,2
C258192,193,1,2700.7200000000003,0
C258194,231,1,187.68,0
C258200,624,1,40.66,2
C258205,212,1,40.66,0
C258206,406,1,896.0,2
C258214,161,1,5.23,0
C258216,80,1,365.94,0
C258218,211,1,5401.53,0
C258222,480,1,130.75,2
C258231,281,1,1200.32,0
C258232,261,1,7502.0,1
C258237,664,1,1016.5,2
C258238,2,1,1200.32,0
C258239,334,1,20.92,0
C258240,111,1,4801.28,0
C258242,654,1,1016.5,2
C258243,546,1,293.25,2
C258244,203,1,9450.0,1
C258249,617,1,365.94,2
C258253,153,1,26250.0,1
C258257,334,1,365.94,0
C258269,657,1,20.92,2
C258277,668,1,15004.25,1
C258279,522,1,2400.68,2
C258294,700,1,40.66,2
C258295,89,1,20.92,0
C258297,486,1,1016.5,2
C258301,95,1,300.08,0
C258308,141,1,20.92,0
C258310,127,1,130.75,0
C258316,386,1,187.68,0
C258319,199,1,9602.72,1
C258321,290,1,7502.0,1
C258322,718,1,16800.0,1
C258323,429,1,105.57,2
C258324,403,1,47.07,2
C258325,306,1,7502.0,1
C258330,470,1,9450.0,1
C258331,757,1,2700.7200000000003,2
C258332,136,1,11.73,0
C258334,263,1,650.56,0
C258336,31,1,162.64,0
C258337,259,1,2400.68,0
C258341,669,1,5401.53,2
C258350,791,1,2700.7200000000003,2
C258353,667,1,293.25,2
C258356,740,1,20.92,2
C258358,419,1,187.68,2
C258359,219,1,9450.0,1
C258360,676,1,35.84,2
C258369,262,1,7502.0,1
C258373,165,1,9602.72,1
C258375,549,1,300.08,2
C258376,652,1,5401.53,2
C258378,296,1,322.56,0
C258379,391,1,365.94,0
C258382,320,1,130.75,0
C258389,110,1,1016.5,0
C258391,103,1,47.07,0
C258392,780,1,4801.28,2
C258393,216,1,20.92,0
C258400,117,1,60.6,0
C258403,554,1,650.56,2
C258404,60,1,322.56,0
C258405,382,1,300.08,0
C258409,709,1,1200.32,2
C258410,262,1,365.94,0
C258414,471,1,40.66,2
C258415,569,1,1200.32,2
C258417,396,1,4801.28,0
C258418,663,1,293.25,2
C258421,42,1,365.94,0
C258424,661,1,4801.28,2
C258433,403,1,1016.5,2
C258438,607,1,83.68,2
C258444,28,1,322.56,0
C258449,170,1,20.92,0
C258454,257,1,136.35000000000002,0
C258456,360,1,4801.28,0
C258462,221,1,322.56,0
C258466,394,1,105.57,0
C258467,80,1,143.36,0
C258468,190,1,187.68,0
C258469,795,1,40.66,2
C258470,795,1,7502.0,2
C258473,180,1,1050.0,0
C258479,729,1,35.84,2
C258483,742,1,4801.28,2
C258486,746,1,650.56,2
C258488,65,1,47.07,0
C258493,514,1,2400.68,2
C258495,144,1,2400.68,0
C258498,759,1,1200.32,2
C258503,749,1,322.56,2
C258505,733,1,15004.25,1
C258512,100,1,136.35000000000002,0
C258515,682,1,365.94,2
C258517,183,1,9602.72,1
C258520,88,1,896.0,0
C258524,753,1,378.75,2
C258525,56,1,2700.7200000000003,0
C258527,320,1,40.66,0
C258528,296,1,15004.25,1
C258530,763,1,365.94,2
C258534,457,1,4801.28,2
C258535,107,1,4801.28,0
C258538,95,1,143.36,0
C258540,573,1,573.44,2
C258543,326,1,300.08,0
C258546,399,1,896.0,2
C258548,503,1,1200.32,2
C258550,384,1,2700.7200000000003,0
C258551,730,1,47.07,2
C258561,280,1,2700.7200000000003,0
C258563,122,1,300.08,0
C258565,411,1,2700.7200000000003,2
C258568,231,1,9602.72,1
C258572,97,1,11.73,0
C258573,170,1,7502.0,1
C258577,717,1,83.68,2
C258579,271,1,300.08,0
C258581,667,1,650.56,2
C258586,250,1,5401.53,0
C258589,153,1,300.08,0
C258592,73,1,130.75,0
C258599,236,1,60.6,0
C258603,40,1,7502.0,0
C258611,466,1,242.4,2
C258615,356,1,2700.7200000000003,0
C258617,172,1,322.56,0
C258618,214,1,83.68,0
C258621,342,1,1200.32,0
C258623,158,1,162.64,0
C258625,110,1,300.08,0
C258626,31,1,1200.32,0
C258634,336,1,5401.53,0
C258638,76,1,2700.7200000000003,0
C258639,166,1,9450.0,1
C258640,187,1,47.07,0
C258642,611,1,4801.28,2
C258645,527,1,896.0,2
C258648,230,1,130.75,0
C258651,695,1,378.75,2
C258654,771,1,83.68,2
C258655,633,1,35.84,2
C258660,335,1,7502.0,1
C258663,230,1,7502.0,1
C258668,738,1,35.84,2
C258672,192,1,300.08,0
C258676,507,1,26250.0,1
C258678,463,1,187.68,2
C258679,593,1,4801.28,2
C258680,414,1,4200.0,2
C258684,228,1,2700.7200000000003,0
C258687,617,1,365.94,2
C258694,734,1,365.94,2
C258696,463,1,35.84,2
C258699,247,1,143.36,0
C258704,43,1,1200.32,0
C258706,68,1,130.75,0
C258713,637,1,4200.0,2
C258716,744,1,365.94,2
C258717,511,1,300.08,2
C258718,319,1,600.17,0
C258721,209,1,187.68,0
C258723,595,1,7502.0,1
C258724,619,1,2700.7200000000003,2
C258726,284,1,15004.25,1
C258727,247,1,9602.72,1
C258728,133,1,1016.5,0
C258729,759,1,242.4,2
C258732,794,1,47.07,2
C258736,421,1,1200.32,2
C258744,637,1,7502.0,2
C258749,645,1,9450.0,1
C258752,41,1,1200.32,0
C258753,455,1,7502.0,1
C258755,464,1,1050.0,2
C258756,107,1,47.07,0
C258757,734,1,573.44,2
C258758,31,1,300.08,0
C258767,243,1,47.07,0
C258771,421,1,1200.32,2
C258772,452,1,35.84,2
C258780,78,1,2700.7200000000003,0
C258781,97,1,1200.32,0
C258782,220,1,136.35000000000002,0
C258785,768,1,35.84,2
C258786,556,1,130.75,2
C258787,632,1,650.56,2
C258789,293,1,60.6,0
C258790,581,1,40.66,2
C258794,653,1,1016.5,2
C258796,313,1,2700.7200000000003,0
C258797,152,1,2700.7200000000003,0
C258798,32,1,5.23,0
C258799,55,1,11.73,0
C258802,616,1,1016.5,2
C258813,462,1,4801.28,2
C258814,2,1,40.66,0
C258816,183,1,1016.5,0
C258819,629,1,83.68,2
C258821,428,1,300.08,2
C258822,666,1,7502.0,2
C258825,275,1,1200.32,0
C258828,133,1,1016.5,0
C258830,305,1,7502.0,1
C258831,636,1,650.56,2
C258835,542,1,7502.0,1
C258841,227,1,7502.0,1
C258844,435,1,15004.25,1
C258845,510,1,322.56,2
C258848,778,1,130.75,2
C258849,257,1,130.75,0
C258853,253,1,35.84,0
C258854,69,1,5401.53,0
C258859,129,1,573.44,0
C258864,327,1,1200.32,0
C258865,67,1,322.56,0
C258867,128,1,4801.28,0
C258873,514,1,5.23,2
C258875,456,1,1200.32,2
C258876,136,1,35.84,0
C258882,1,1,143.36,0
C258884,164,1,40.66,0
C258887,746,1,5.23,2
C258890,113,1,26250.0,1
C258896,10,1,2700.7200000000003,0
C258898,614,1,35.84,2
C258901,565,1,40.66,2
C258903,100,1,2400.68,0
C258906,438,1,600.17,2
C258909,509,1,5401.53,2
C258915,539,1,162.64,2
C258917,85,1,2700.7200000000003,0
C258918,92,1,600.17,0
C258919,302,1,15004.25,1
C258921,552,1,1050.0,2
C258923,239,1,4801.28,0
C258924,162,1,130.75,0
C258930,59,1,378.75,0
C258931,62,1,162.64,0
C258935,537,1,83.68,2
C258936,556,1,1200.32,2
C258947,191,1,1200.32,0
C258952,375,1,162.64,0
C258956,204,1,20.92,0
C258958,419,1,9602.72,1
C258959,182,1,4801.28,0
C258971,553,1,300.08,2
C258976,118,1,162.64,0
C258979,394,1,15.15,0
C258986,507,1,1016.5,2
C258987,244,1,600.17,0
C258991,297,1,1016.5,0
C258995,691,1,650.56,2
C258999,335,1,15004.25,1
C259004,368,1,1200.32,0
C259006,168,1,5401.53,0
C259018,734,1,16800.0,1
C259019,568,1,4801.28,2
C259021,213,1,162.64,0
C259023,758,1,7502.0,2
C259027,195,1,1200.32,0
C259031,22,1,7502.0,0
C259034,417,1,322.56,2
C259044,591,1,2700.7200000000003,2
C259048,357,1,2700.7200000000003,0
C259050,82,1,105.57,0
C259051,290,1,2700.7200000000003,0
C259065,578,1,2700.7200000000003,2
C259069,336,1,300.08,0
C259070,691,1,130.75,2
C259076,354,1,2700.7200000000003,0
C259079,473,1,365.94,2
C259082,127,1,7502.0,0
C259084,148,1,162.64,0
C259085,278,1,7502.0,1
C259086,793,1,40.66,2
C259087,461,1,7502.0,1
C259089,61,1,4200.0,0
C259093,635,1,187.68,2
C259094,169,1,300.08,0
C259101,612,1,600.17,2
C259103,127,1,1200.32,0
C259107,580,1,7502.0,1
C259108,246,1,4801.28,0
C259110,405,1,242.4,2
C259111,277,1,2700.7200000000003,0
C259112,55,1,143.36,0
C259113,664,1,1200.32,2
C259115,260,1,300.08,0
C259116,280,1,9602.72,1
C259117,302,1,322.56,0
C259128,617,1,15.15,2
C259129,21,1,46.92,0
C259131,95,1,16800.0,1
C259134,763,1,1200.32,2
C259137,717,1,365.94,2
C259139,97,1,7502.0,0
C259141,112,1,105.57,0
C259145,420,1,7502.0,1
C259146,526,1,162.64,2
C259147,658,1,4801.28,2
C259151,116,1,322.56,0
C259154,535,1,2700.7200000000003,2
C259157,49,1,2700.7200000000003,0
C259158,582,1,20.92,2
C259160,72,1,2400.68,0
C259163,356,1,322.56,0
C259171,740,1,162.64,2
C259172,71,1,26250.0,1
C259176,193,1,7502.0,1
C259178,469,1,5401.53,2
C259184,763,1,1016.5,2
C259192,287,1,4801.28,0
C259205,461,1,20.92,2
C259206,580,1,300.08,2
C259208,105,1,187.68,0
C259209,77,1,35.84,0
C259211,98,1,9602.72,1
C259212,151,1,300.08,0
C259214,749,1,26250.0,1
C259216,595,1,650.56,2
C259223,276,1,11.73,0
C259228,392,1,1016.5,0
C259229,179,1,1016.5,0
C259232,164,1,300.08,0
C259233,584,1,300.08,2
C259234,330,1,2700.7200000000003,0
C259236,496,1,40.66,2
C259237,15,1,83.68,0
C259239,66,1,2700.7200000000003,0
C259240,330,1,650.56,0
C259242,261,1,130.75,0
C259249,695,1,650.56,2
C259250,183,1,2700.7200000000003,0
C259254,767,1,20.92,2
C259255,449,1,162.64,2
C259260,471,1,9450.0,1
C259262,314,1,4801.28,0
C259263,336,1,20.92,0
C259264,383,1,7502.0,1
C259266,763,1,47.07,2
C259268,357,1,40.66,0
C259269,470,1,35.84,2
C259270,463,1,573.44,2
C259272,309,1,20.92,0
C259274,549,1,83.68,2
C259279,748,1,130.75,2
C259285,749,1,143.36,2
C259287,300,1,83.68,0
C259289,500,1,143.36,2
C259291,130,1,7502.0,0
C259293,639,1,11.73,2
C259296,649,1,300.08,2
C259300,172,1,4801.28,0
C259304,210,1,1016.5,0
C259307,229,1,573.44,0
C259310,27,1,143.36,0
C259321,549,1,60.6,2
C259322,216,1,4801.28,0
C259323,697,1,650.56,2
C259325,169,1,1200.32,0
C259328,336,1,650.56,0
C259330,558,1,293.25,2
C259334,490,1,9602.72,1
C259340,264,1,40.66,0
C259341,39,1,40.66,0
C259342,519,1,600.17,2
C259346,68,1,130.75,0
C259348,650,1,40.66,2
C259353,683,1,187.68,2
C259356,683,1,7502.0,2
C259359,725,1,300.08,2
C259362,704,1,130.75,2
C259367,162,1,5401.53,0
C259370,253,1,573.44,0
C259373,426,1,1016.5,2
C259377,225,1,1200.32,0
C259380,306,1,16800.0,1
C259381,302,1,7502.0,1
C259385,704,1,2700.7200000000003,2
C259386,335,1,4801.28,0
C259393,292,1,2400.68,0
C259398,352,1,1200.32,0
C259400,468,1,5.23,2
C259401,780,1,2700.7200000000003,2
C259402,210,1,4200.0,0
C259413,663,1,9602.72,1
C259416,191,1,1200.32,0
C259420,248,1,47.07,0
C259421,401,1,4801.28,2
C259423,529,1,4200.0,2
C259425,544,1,83.68,2
C259426,730,1,105.57,2
C259427,511,1,1016.5,2
C259430,443,1,7502.0,1
C259434,632,1,1200.32,2
C259443,226,1,322.56,0
C259446,163,1,650.56,0
C259449,55,1,7502.0,0
C259461,364,1,650.56,0
C259462,119,1,15004.25,1
C259473,281,1,40.66,0
C259479,581,1,4801.28,2
C259481,386,1,322.56,0
C259483,734,1,143.36,2
C259487,95,1,1200.32,0
C259489,513,1,83.68,2
C259491,392,1,162.64,0
C259494,293,1,20.92,0
C259496,294,1,300.08,0
C259498,479,1,300.08,2
C259499,697,1,2700.7200000000003,2
C259503,167,1,7502.0,1
C259504,531,1,47.07,2
C259506,641,1,300.08,2
C259509,647,1,293.25,2
C259513,510,1,187.68,2
C259516,141,1,130.75,0
C259522,179,1,650.56,0
C259525,761,1,4801.28,2
C259526,709,1,40.66,2
C259536,22,1,378.75,0
C259538,380,1,20.92,0
C259539,13,1,650.56,0
C259547,531,1,2700.7200000000003,2
C259548,336,1,300.08,0
C259549,421,1,896.0,2
C259553,69,1,136.35000000000002,0
C259554,691,1,365.94,2
C259557,349,1,650.56,0
C259561,233,1,600.17,0
C259562,470,1,143.36,2
C259567,669,1,573.44,2
C259568,55,1,5401.53,0
C259569,213,1,105.57,0
C259571,146,1,7502.0,1
C259572,44,1,365.94,0
C259573,512,1,2700.7200000000003,2
C259576,653,1,136.35000000000002,2
C259581,133,1,35.84,0
C259583,247,1,5.23,0
C259585,428,1,26250.0,1
C259586,121,1,7502.0,0
C259589,664,1,365.94,2
C259591,703,1,2700.7200000000003,2
C259592,698,1,5401.53,2
C259594,322,1,2700.7200000000003,0
C259597,434,1,7502.0,1
C259600,399,1,4801.28,2
C259605,500,1,83.68,2
C259606,709,1,573.44,2
C259607,120,1,896.0,0
C259608,253,1,2700.7200000000003,0
C259614,684,1,4801.28,2
C259617,10,1,2700.7200000000003,0
C259632,676,1,365.94,2
C259637,286,1,600.17,0
C259638,729,1,2700.7200000000003,2
C259641,700,1,2400.68,2
C259645,185,1,60.6,0
C259647,217,1,47.07,0
C259648,51,1,2700.7200000000003,0
C259649,180,1,20.92,0
C259650,32,1,7502.0,0
C259653,631,1,1200.32,2
C259654,174,1,4801.28,0
C259656,96,1,105.57,0
C259658,777,1,573.44,2
C259660,256,1,2700.7200000000003,0
C259668,625,1,20.92,2
C259671,179,1,130.75,0
C259676,279,1,1200.32,0
C259678,121,1,300.08,0
C259679,54,1,1016.5,0
C259683,9,1,83.68,0
C259685,240,1,4801.28,0
C259686,274,1,136.35000000000002,0
C259688,502,1,162.64,2
C259689,241,1,83.68,0
C259691,195,1,650.56,0
C259696,600,1,130.75,2
C259699,468,1,9602.72,1
C259703,299,1,4801.28,0
C259704,538,1,1050.0,2
C259705,409,1,143.36,2
C259706,505,1,7502.0,1
C259711,94,1,4801.28,0
C259715,627,1,7502.0,1
C259720,624,1,130.75,2
C259721,454,1,47.07,2
C259723,225,1,9602.72,1
C259725,369,1,5.23,0
C259726,307,1,573.44,0
C259727,238,1,4801.28,0
C259731,223,1,2700.7200000000003,0
C259732,354,1,20.92,0
C259733,516,1,5.23,2
C259735,339,1,1016.5,0
C259737,724,1,105.57,2
C259740,172,1,4801.28,0
C259741,255,1,4801.28,0
C259743,717,1,105.57,2
C259746,702,1,5401.53,2
C259750,708,1,4801.28,2
C259754,462,1,4801.28,2
C259755,0,1,60.6,0
C259756,756,1,2700.7200000000003,2
C259758,116,1,1016.5,0
C259761,15,1,378.75,0
C259766,791,1,20.92,2
C259769,578,1,300.08,2
C259770,669,1,5.23,2
C259773,536,1,650.56,2
C259774,606,1,365.94,2
C259775,528,1,1200.32,2
C259777,49,1,1016.5,0
C259778,435,1,573.44,2
C259779,256,1,130.75,0
C259781,755,1,35.84,2
C259790,758,1,83.68,2
C259796,342,1,130.75,0
C259798,514,1,1200.32,2
C259800,280,1,11.73,0
C259801,698,1,650.56,2
C259808,595,1,40.66,2
C259810,52,1,162.64,0
C259817,109,1,7502.0,0
C259818,117,1,40.66,0
C259823,662,1,2700.7200000000003,2
C259829,92,1,20.92,0
C259830,138,1,2700.7200000000003,0
C259832,638,1,40.66,2
C259841,161,1,1200.32,0
C259848,205,1,143.36,0
C259849,696,1,2700.7200000000003,2
C259851,329,1,47.07,0
C259853,472,1,365.94,2
C259854,413,1,5.23,2
C259856,49,1,162.64,0
C259860,159,1,4200.0,0
C259865,627,1,20.92,2
C259867,273,1,83.68,0
C259873,180,1,2700.7200000000003,0
C259875,491,1,4801.28,2
C259878,247,1,1016.5,0
C259879,204,1,300.08,0
C259880,487,1,187.68,2
C259882,484,1,573.44,2
C259884,460,1,1016.5,2
C259885,471,1,365.94,2
C259890,461,1,365.94,2
C259891,535,1,5401.53,2
C259892,344,1,378.75,0
C259893,359,1,187.68,0
C259896,98,1,7502.0,0
C259904,522,1,9450.0,1
C259906,533,1,83.68,2
C259908,550,1,15004.25,1
C259910,348,1,300.08,0
C259911,402,1,7502.0,1
C259912,239,1,20.92,0
C259916,414,1,322.56,2
C259919,617,1,83.68,2
C259923,272,1,322.56,0
C259929,351,1,20.92,0
C259930,253,1,4801.28,0
C259934,568,1,365.94,2
C259935,61,1,47.07,0
C259941,594,1,7502.0,1
C259944,363,1,15004.25,1
C259945,194,1,365.94,0
C259946,510,1,293.25,2
C259949,611,1,573.44,2
C259958,262,1,300.08,0
C259960,214,1,15004.25,1
C259962,211,1,11.73,0
C259964,441,1,2700.7200000000003,2
C259965,613,1,4200.0,2
C259969,180,1,1200.32,0
C259970,447,1,130.75,2
C259971,703,1,1200.32,2
C259973,312,1,300.08,0
C259974,537,1,365.94,2
C259975,289,1,322.56,0
C259987,594,1,242.4,2
C259990,764,1,47.07,2
C259991,492,1,162.64,2
C259993,601,1,896.0,2
C259996,580,1,16800.0,1
C259998,305,1,1200.32,0
C260000,793,1,130.75,2
C260002,380,1,4200.0,0
C260011,363,1,83.68,0
C260019,796,1,40.66,2
C260021,724,1,9602.72,1
C260027,80,1,7502.0,0
C260031,587,1,5401.53,2
C260037,347,1,1050.0,0
C260038,466,1,15.15,2
C260040,542,1,15004.25,1
C260042,512,1,40.66,2
C260046,107,1,40.66,0
C260047,226,1,9602.72,1
C260053,713,1,1016.5,2
C260056,274,1,2700.7200000000003,0
C260060,531,1,187.68,2
C260067,174,1,47.07,0
C260070,407,1,4801.28,2
C260075,351,1,40.66,0
C260081,616,1,35.84,2
C260087,403,1,573.44,2
C260089,119,1,2400.68,0
C260091,379,1,2700.7200000000003,0
C260093,519,1,4801.28,2
C260098,369,1,2700.7200000000003,0
C260103,589,1,300.08,2
C260104,134,1,1200.32,0
C260105,650,1,15004.25,1
C260107,764,1,365.94,2
C260112,432,1,40.66,2
C260113,237,1,5401.53,0
C260115,36,1,60.6,0
C260118,483,1,7502.0,1
C260120,495,1,2700.7200000000003,2
C260126,376,1,2700.7200000000003,0
C260129,89,1,1200.32,0
C260130,746,1,15.15,2
C260131,6,1,650.56,0
C260132,244,1,1200.32,0
C260133,754,1,242.4,2
C260139,519,1,130.75,2
C260140,546,1,7502.0,1
C260142,410,1,4801.28,2
C260145,677,1,136.35000000000002,2
C260146,782,1,365.94,2
C260148,635,1,83.68,2
